12,12,12
12,12,12
12,12,12
12,12,8
12,8,8
8,8,4
8,4,4
4,4,5
4,5,7
5,7,7
7,7,6
7,6,7
6,7,5
7,5,-1
5,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-2
-1,-2,-3
-2,-3,-3
-3,-3,-3
-3,-3,-3
-3,-3,-3
-3,-3,-3
